name,start,end,location
Rev-sRNA-634,1260401,1260714,Sense to gene-Rv1133c
Rev-sRNA-635,1260787,1260903,Sense to gene-Rv1133c
Rev-sRNA-636,1260995,1261021,Sense to gene-Rv1133c
Rev-sRNA-637,1261037,1261075,Sense to gene-Rv1133c
Rev-sRNA-642,1261668,1261702,Intergenic
Rev-sRNA-643,1269882,1269958,Intergenic
Rev-sRNA-644,1271598,1271638,Antisense to gene-Rv1144
Rev-sRNA-645,1271644,1271715,Antisense to gene-Rv1144
Rev-sRNA-646,1271918,1272167,Intergenic
Rev-sRNA-647,1275611,1275675,Intergenic
Rev-sRNA-648,1275757,1275955,Intergenic
Rev-sRNA-649,1280651,1280733,Sense to gene-Rv1153c
Rev-sRNA-650,1284033,1284088,Sense to gene-Rv1157c
Rev-sRNA-651,1286536,1286567,Sense to gene-Rv1159A
Rev-sRNA-652,1291502,1291537,Antisense to gene-Rv1162
Rev-sRNA-654,1291914,1292095,Antisense to gene-Rv1162
Rev-sRNA-655,1298063,1298089,Intergenic
Rev-sRNA-656,1298455,1298692,Intergenic
Rev-sRNA-657,1298840,1298962,Sense to gene-Rv1168c
Rev-sRNA-658,1302198,1302273,Sense to gene-Rv1172c
Rev-sRNA-659,1302618,1302746,Intergenic
Rev-sRNA-660,1302781,1302892,Intergenic
Rev-sRNA-661,1304429,1304495,Antisense to gene-Rv1173
Rev-sRNA-662,1305311,1305667,Antisense to gene-Rv1173
Rev-sRNA-663,1305678,1305708,Sense to gene-Rv1174c
Rev-sRNA-664,1305916,1305943,Sense to gene-Rv1174c
Rev-sRNA-665,1305972,1306054,Intergenic
Rev-sRNA-666,1306062,1306119,Intergenic
Rev-sRNA-668,1306150,1306190,Intergenic
Rev-sRNA-669,1306568,1306762,Sense to gene-Rv1175c
Rev-sRNA-670,1307757,1307884,Sense to gene-Rv1175c
Rev-sRNA-671,1311983,1312014,Sense to gene-Rv1179c
Rev-sRNA-672,1312040,1312300,Sense to gene-Rv1179c
Rev-sRNA-673,1312367,1312573,Sense to gene-Rv1179c
Rev-sRNA-674,1313221,1313299,Intergenic
Rev-sRNA-675,1313342,1313465,Intergenic
Rev-sRNA-677,1320667,1320748,Antisense to gene-Rv1182
Rev-sRNA-678,1321070,1321114,Antisense to gene-Rv1182
Rev-sRNA-680,1321233,1321256,Antisense to gene-Rv1182
Rev-sRNA-681,1324645,1324684,Sense to gene-Rv1184c
Rev-sRNA-682,1325054,1325134,Sense to gene-Rv1184c
Rev-sRNA-683,1325142,1325172,Sense to gene-Rv1184c
Rev-sRNA-684,1326511,1326600,Sense to gene-Rv1185c
Rev-sRNA-685,1326725,1326787,Sense to gene-Rv1185c
Rev-sRNA-686,1326804,1326947,Sense to gene-Rv1185c
Rev-sRNA-687,1327022,1327081,Sense to gene-Rv1185c
Rev-sRNA-688,1327254,1327355,Sense to gene-Rv1185c
Rev-sRNA-690,1327457,1327489,Sense to gene-Rv1185c
Rev-sRNA-691,1337951,1338011,Sense to gene-Rv1194c
Rev-sRNA-692,1338225,1338513,Intergenic
Rev-sRNA-694,1342887,1342964,Intergenic
Rev-sRNA-695,1344539,1344583,Sense to gene-Rv1201c
Rev-sRNA-696,1344591,1344617,Sense to gene-Rv1201c
Rev-sRNA-697,1344751,1344802,Sense to gene-Rv1201c
Rev-sRNA-698,1346981,1347268,Sense to gene-Rv1204c
Rev-sRNA-700,1359291,1359563,Sense to gene-Rv1215c
Rev-sRNA-701,1359571,1359978,Sense to gene-Rv1216c
Rev-sRNA-702,1360439,1360475,Sense to gene-Rv1217c
Rev-sRNA-703,1360544,1360655,Sense to gene-Rv1217c
Rev-sRNA-704,1360674,1360760,Sense to gene-Rv1217c
Rev-sRNA-705,1360867,1361031,Sense to gene-Rv1217c
Rev-sRNA-708,1361151,1361541,Sense to gene-Rv1217c
Rev-sRNA-709,1361547,1361604,Sense to gene-Rv1217c
Rev-sRNA-711,1361689,1361771,Sense to gene-Rv1217c
Rev-sRNA-715,1362108,1362141,Sense to gene-Rv1218c
Rev-sRNA-716,1362151,1362256,Sense to gene-Rv1218c
Rev-sRNA-718,1362328,1362350,Sense to gene-Rv1218c
Rev-sRNA-720,1362486,1362608,Sense to gene-Rv1218c
Rev-sRNA-722,1362624,1362863,Sense to gene-Rv1219c
Rev-sRNA-723,1363204,1363366,Sense to gene-Rv1219c
Rev-sRNA-724,1363450,1363489,Intergenic
Rev-sRNA-725,1371348,1371411,Antisense to gene-Rv1228
Rev-sRNA-726,1371436,1371456,Antisense to gene-Rv1228
Rev-sRNA-728,1371705,1371801,Intergenic
Rev-sRNA-729,1371807,1371829,Sense to gene-Rv1229c
Rev-sRNA-733,1372668,1372923,Sense to gene-Rv1229c
Rev-sRNA-734,1375718,1375877,Sense to gene-Rv1232c
Rev-sRNA-735,1376239,1376327,Sense to gene-Rv1233c
Rev-sRNA-736,1376429,1376724,Sense to gene-Rv1233c
Rev-sRNA-738,1389335,1389414,Sense to gene-Rv1248c
Rev-sRNA-739,1389753,1389789,Sense to gene-Rv1248c
Rev-sRNA-740,1389964,1390145,Sense to gene-Rv1248c
Rev-sRNA-741,1390769,1390839,Sense to gene-Rv1248c
Rev-sRNA-742,1391024,1391111,Sense to gene-Rv1248c
Rev-sRNA-743,1391282,1391347,Sense to gene-Rv1248c
Rev-sRNA-744,1391406,1391490,Sense to gene-Rv1248c
Rev-sRNA-747,1394947,1395003,Antisense to gene-Rv1250
Rev-sRNA-748,1396085,1396238,Sense to gene-Rv1251c
Rev-sRNA-749,1405188,1405299,Sense to gene-Rv1257c
Rev-sRNA-750,1407139,1407210,Sense to gene-Rv1258c
Rev-sRNA-751,1412951,1413013,Antisense to gene-Rv1264
Rev-sRNA-752,1413107,1413224,Intergenic
Rev-sRNA-753,1416477,1416545,Sense to gene-Rv1267c
Rev-sRNA-754,1419910,1419957,Intergenic
Rev-sRNA-756,1425736,1425824,Sense to gene-Rv1276c
Rev-sRNA-757,1446128,1446292,Intergenic
Rev-sRNA-759,1477016,1477051,Intergenic
Rev-sRNA-761,1482701,1482742,Sense to gene-Rv1320c
Rev-sRNA-762,1485193,1485559,Sense to gene-Rv1322A
Rev-sRNA-763,1485568,1485769,Sense to gene-Rv1322A
Rev-sRNA-765,1490034,1490054,Intergenic
Rev-sRNA-766,1491964,1492052,Sense to gene-Rv1326c
Rev-sRNA-767,1523876,1523934,Sense to gene-Rv1355c
Rev-sRNA-768,1533370,1533400,Sense to gene-Rv1361c
Rev-sRNA-769,1548713,1548764,Antisense to gene-Rv1375
Rev-sRNA-771,1561548,1561623,Antisense to gene-Rv1386
Rev-sRNA-772,1570551,1570635,Sense to gene-Rv1394c
Rev-sRNA-773,1570852,1570902,Sense to gene-Rv1394c
Rev-sRNA-774,1573724,1573746,Sense to gene-Rv1396c
Rev-sRNA-775,1573967,1574002,Intergenic
Rev-sRNA-776,1574122,1574767,Sense to gene-Rv1397c
Rev-sRNA-777,1576064,1576102,Sense to gene-Rv1400c
Rev-sRNA-778,1586277,1586375,Sense to gene-Rv1410c
Rev-sRNA-780,1586705,1586795,Sense to gene-Rv1410c
Rev-sRNA-782,1586952,1586981,Sense to gene-Rv1410c
Rev-sRNA-783,1587050,1587188,Sense to gene-Rv1410c
Rev-sRNA-784,1587328,1587457,Sense to gene-Rv1410c
Rev-sRNA-785,1587847,1587890,Sense to gene-Rv1411c
Rev-sRNA-787,1587968,1587997,Sense to gene-Rv1411c
Rev-sRNA-788,1588005,1588174,Sense to gene-Rv1411c
Rev-sRNA-789,1612263,1612361,Antisense to gene-Rv1434
Rev-sRNA-790,1612394,1612421,Sense to gene-Rv1435c
Rev-sRNA-792,1612444,1612515,Sense to gene-Rv1435c
Rev-sRNA-793,1612521,1612692,Sense to gene-Rv1435c
Rev-sRNA-794,1613007,1613036,Intergenic
Rev-sRNA-795,1623565,1623639,Sense to gene-Rv1444c
Rev-sRNA-797,1623845,1623874,Sense to gene-Rv1445c
Rev-sRNA-798,1623901,1623935,Sense to gene-Rv1445c
Rev-sRNA-799,1624041,1624176,Sense to gene-Rv1445c
Rev-sRNA-800,1624692,1624810,Sense to gene-Rv1446c
Rev-sRNA-801,1625542,1625664,Sense to gene-Rv1447c
Rev-sRNA-802,1625993,1626158,Sense to gene-Rv1447c
Rev-sRNA-803,1627341,1627460,Sense to gene-Rv1448c
Rev-sRNA-804,1627669,1627718,Sense to gene-Rv1448c
Rev-sRNA-805,1628550,1628623,Sense to gene-Rv1449c
Rev-sRNA-807,1628683,1628727,Sense to gene-Rv1449c
Rev-sRNA-808,1629644,1629729,Sense to gene-Rv1449c
Rev-sRNA-810,1642465,1642523,Intergenic
Rev-sRNA-811,1643985,1644044,Sense to gene-Rv1458c
Rev-sRNA-812,1644706,1644769,Sense to gene-Rv1459c
Rev-sRNA-813,1644775,1644798,Sense to gene-Rv1459c
Rev-sRNA-815,1644907,1644976,Sense to gene-Rv1459c
Rev-sRNA-816,1646027,1646075,Sense to gene-Rv1459c
Rev-sRNA-817,1646082,1646115,Sense to gene-Rv1459c
Rev-sRNA-820,1659879,1659987,Antisense to gene-Rv1472
Rev-sRNA-821,1662584,1662658,Intergenic
Rev-sRNA-824,1665544,1665618,Sense to gene-Rv1475c
Rev-sRNA-825,1666070,1666097,Intergenic
Rev-sRNA-826,1676020,1676135,Sense to gene-Rv1486c
Rev-sRNA-828,1676262,1676398,Sense to gene-Rv1486c
Rev-sRNA-829,1690092,1690210,Sense to gene-Rv1498A
Rev-sRNA-830,1690727,1690800,Antisense to gene-Rv1499
Rev-sRNA-833,1714685,1714739,Sense to gene-Rv1522c
Rev-sRNA-836,1723241,1723282,Sense to gene-Rv1527c
Rev-sRNA-837,1726517,1726538,Sense to gene-Rv1527c
Rev-sRNA-838,1733038,1733113,Intergenic
Rev-sRNA-839,1734969,1735084,Antisense to gene-Rv1534
Rev-sRNA-840,1745728,1745814,Antisense to gene-Rv1543
Rev-sRNA-841,1773842,1773907,Intergenic
Rev-sRNA-842,1774025,1774056,Sense to gene-Rv1566c
Rev-sRNA-843,1774088,1774205,Sense to gene-Rv1566c
Rev-sRNA-844,1774334,1774408,Sense to gene-Rv1566c
Rev-sRNA-846,1774651,1774722,Intergenic
Rev-sRNA-847,1780584,1780631,Antisense to gene-Rv1575
Rev-sRNA-848,1782568,1782588,Sense to gene-Rv1577c
Rev-sRNA-849,1782606,1782728,Intergenic
Rev-sRNA-850,1784400,1784487,Intergenic
Rev-sRNA-853,1792253,1792287,Intergenic
Rev-sRNA-854,1792369,1792479,Sense to gene-Rv1592c
Rev-sRNA-856,1792530,1792568,Sense to gene-Rv1592c
Rev-sRNA-857,1793745,1793892,Intergenic
Rev-sRNA-858,1793932,1793956,Intergenic
Rev-sRNA-859,1794057,1794124,Sense to gene-Rv1593c
Rev-sRNA-860,1794130,1794159,Sense to gene-Rv1593c
Rev-sRNA-861,1794500,1794531,Sense to gene-Rv1593c
Rev-sRNA-862,1794551,1794707,Intergenic
Rev-sRNA-863,1820284,1820312,Sense to gene-Rv1620c
Rev-sRNA-865,1820343,1820389,Sense to gene-Rv1620c
Rev-sRNA-866,1821646,1821851,Sense to gene-Rv1621c
Rev-sRNA-867,1822072,1822194,Sense to gene-Rv1621c
Rev-sRNA-868,1823453,1823549,Sense to gene-Rv1622c
Rev-sRNA-869,1824347,1824419,Sense to gene-Rv1622c
Rev-sRNA-870,1824680,1824769,Sense to gene-Rv1623c
Rev-sRNA-871,1824887,1824988,Sense to gene-Rv1623c
Rev-sRNA-872,1825269,1825530,Sense to gene-Rv1623c
Rev-sRNA-873,1825808,1825928,Sense to gene-Rv1623c
Rev-sRNA-875,1827341,1827385,Sense to gene-Rv1625c
Rev-sRNA-876,1827941,1828096,Intergenic
Rev-sRNA-877,1828811,1828989,Sense to gene-Rv1627c
Rev-sRNA-878,1829044,1829328,Sense to gene-Rv1627c
Rev-sRNA-879,1829334,1829520,Sense to gene-Rv1627c
Rev-sRNA-882,1829924,1829965,Sense to gene-Rv1627c
Rev-sRNA-884,1830467,1830561,Intergenic
Rev-sRNA-885,1830705,1830733,Antisense to gene-Rv1629
Rev-sRNA-886,1830762,1830902,Antisense to gene-Rv1629
Rev-sRNA-889,1846986,1847017,Sense to gene-Rv1639c
Rev-sRNA-890,1847294,1847371,Sense to gene-Rv1639c
Rev-sRNA-891,1914964,1915028,Sense to gene-RVnc0010
Rev-sRNA-892,1915034,1915091,Sense to gene-RVnc0010
Rev-sRNA-893,1929150,1929191,Sense to gene-Rv1703c
Rev-sRNA-894,1931162,1931196,Sense to gene-Rv1704c
Rev-sRNA-895,1955677,1955711,Sense to gene-Rv1730c
Rev-sRNA-899,1958757,1958822,Antisense to gene-Rv1731
Rev-sRNA-902,1977205,1977306,Antisense to gene-Rv1748
Rev-sRNA-903,1978111,1978144,Sense to gene-Rv1750c
Rev-sRNA-904,1993403,1993440,Antisense to gene-Rv1760
Rev-sRNA-905,2012000,2012146,Intergenic
Rev-sRNA-906,2012292,2012398,Sense to gene-Rv1778c
Rev-sRNA-907,2012744,2012907,Sense to gene-Rv1779c
Rev-sRNA-908,2013065,2013111,Sense to gene-Rv1779c
Rev-sRNA-909,2013180,2013260,Sense to gene-Rv1779c
Rev-sRNA-911,2013393,2013416,Sense to gene-Rv1779c
Rev-sRNA-912,2013526,2013592,Sense to gene-Rv1779c
Rev-sRNA-913,2013729,2013858,Sense to gene-Rv1779c
Rev-sRNA-914,2014025,2014162,Sense to gene-Rv1779c
Rev-sRNA-916,2014183,2014480,Sense to gene-Rv1779c
Rev-sRNA-917,2015069,2015233,Antisense to gene-Rv1780
Rev-sRNA-918,2026589,2026704,Antisense to gene-Rv1788
Rev-sRNA-919,2030986,2031067,Intergenic
Rev-sRNA-920,2039709,2039738,Antisense to gene-Rv1800
Rev-sRNA-921,2048668,2048706,Intergenic
Rev-sRNA-923,2061060,2061143,Intergenic
Rev-sRNA-924,2077811,2077935,Antisense to gene-Rv1832
Rev-sRNA-925,2081422,2081448,Sense to gene-Rv1835c
Rev-sRNA-927,2082452,2082572,Sense to gene-Rv1835c
Rev-sRNA-928,2082581,2082612,Intergenic
Rev-sRNA-929,2082706,2082817,Sense to gene-Rv1836c
Rev-sRNA-930,2082974,2083103,Sense to gene-Rv1836c
Rev-sRNA-931,2083276,2083480,Sense to gene-Rv1836c
Rev-sRNA-932,2083486,2083610,Sense to gene-Rv1836c
Rev-sRNA-933,2083617,2083645,Sense to gene-Rv1836c
Rev-sRNA-934,2083665,2083695,Sense to gene-Rv1836c
Rev-sRNA-935,2083765,2083791,Sense to gene-Rv1836c
Rev-sRNA-937,2083911,2084014,Sense to gene-Rv1836c
Rev-sRNA-938,2084067,2084223,Sense to gene-Rv1836c
Rev-sRNA-939,2084758,2084860,Sense to gene-Rv1837c
Rev-sRNA-940,2085175,2085195,Sense to gene-Rv1837c
Rev-sRNA-941,2085435,2085675,Sense to gene-Rv1837c
Rev-sRNA-942,2085981,2086103,Sense to gene-Rv1837c
Rev-sRNA-943,2086338,2086359,Sense to gene-Rv1837c
Rev-sRNA-944,2086418,2086467,Sense to gene-Rv1837c
Rev-sRNA-945,2091196,2091375,Sense to gene-Rv1842c
Rev-sRNA-946,2091821,2091865,Sense to gene-Rv1842c
Rev-sRNA-947,2092793,2092823,Sense to gene-Rv1843c
Rev-sRNA-948,2092835,2092874,Sense to gene-Rv1843c
Rev-sRNA-949,2093148,2093240,Sense to gene-Rv1843c
Rev-sRNA-951,2094078,2094106,Sense to gene-Rv1844c
Rev-sRNA-952,2094113,2094139,Sense to gene-Rv1844c
Rev-sRNA-954,2094872,2095077,Sense to gene-Rv1844c
Rev-sRNA-955,2095446,2095697,Sense to gene-Rv1845c
Rev-sRNA-956,2095902,2095976,Sense to gene-Rv1845c
Rev-sRNA-957,2095988,2096622,Sense to gene-Rv1846c
Rev-sRNA-958,2096814,2096873,Intergenic
Rev-sRNA-959,2096983,2097008,Antisense to gene-Rv1847
Rev-sRNA-960,2097014,2097051,Antisense to gene-Rv1847
Rev-sRNA-961,2101688,2101710,Sense to gene-Rv1854c
Rev-sRNA-962,2102342,2102486,Sense to gene-Rv1854c
Rev-sRNA-963,2102497,2102561,Sense to gene-Rv1854c
Rev-sRNA-964,2102721,2102764,Sense to gene-Rv1854c
Rev-sRNA-965,2103935,2103970,Sense to gene-Rv1855c
Rev-sRNA-966,2106590,2106690,Antisense to gene-Rv1859
Rev-sRNA-967,2110548,2110638,Sense to gene-Rv1863c
Rev-sRNA-968,2111264,2111362,Sense to gene-Rv1863c
Rev-sRNA-971,2120227,2120357,Sense to gene-Rv1869c
Rev-sRNA-972,2120553,2120615,Sense to gene-Rv1869c
Rev-sRNA-973,2120694,2120960,Sense to gene-Rv1870c
Rev-sRNA-974,2120972,2120995,Sense to gene-Rv1870c
Rev-sRNA-975,2121172,2123151,Sense to gene-Rv1872c
Rev-sRNA-976,2128141,2128192,Antisense to gene-Rv1878
Rev-sRNA-978,2131065,2131127,Sense to gene-Rv1880c
Rev-sRNA-981,2131439,2131465,Sense to gene-Rv1880c
Rev-sRNA-983,2132767,2132877,Sense to gene-Rv1882c
Rev-sRNA-984,2132968,2133049,Sense to gene-Rv1882c
Rev-sRNA-985,2133377,2133791,Sense to gene-Rv1883c
Rev-sRNA-986,2133799,2133824,Sense to gene-Rv1884c
Rev-sRNA-987,2133958,2134123,Sense to gene-Rv1884c
Rev-sRNA-988,2134675,2135158,Sense to gene-Rv1886c
Rev-sRNA-989,2135287,2135361,Sense to gene-Rv1886c
Rev-sRNA-990,2135367,2135685,Sense to gene-Rv1886c
Rev-sRNA-991,2135691,2135718,Sense to gene-Rv1886c
Rev-sRNA-994,2137022,2137048,Antisense to gene-Rv1887
Rev-sRNA-995,2145307,2145547,Sense to gene-Rv1899c
Rev-sRNA-996,2145597,2145617,Sense to gene-Rv1899c
Rev-sRNA-997,2145627,2145684,Sense to gene-Rv1899c
Rev-sRNA-998,2145691,2145734,Sense to gene-Rv1899c
Rev-sRNA-999,2146361,2146459,Sense to gene-Rv1900c
Rev-sRNA-1001,2146692,2146792,Sense to gene-Rv1900c
Rev-sRNA-1002,2148230,2148258,Antisense to gene-Rv1901
Rev-sRNA-1005,2149325,2149474,Sense to gene-Rv1902c
Rev-sRNA-1006,2152321,2152481,Intergenic
Rev-sRNA-1007,2152497,2152619,Sense to gene-Rv1906c
Rev-sRNA-1008,2152748,2152861,Sense to gene-Rv1906c
Rev-sRNA-1009,2153805,2153933,Sense to gene-Rv1907c
Rev-sRNA-1010,2153943,2153974,Sense to gene-Rv1908c
Rev-sRNA-1011,2154842,2154969,Sense to gene-Rv1908c
Rev-sRNA-1012,2156111,2156148,Intergenic
Rev-sRNA-1013,2156463,2156583,Sense to gene-Rv1909c
Rev-sRNA-1014,2157526,2157602,Sense to gene-Rv1911c
Rev-sRNA-1015,2157913,2157975,Sense to gene-Rv1911c
Rev-sRNA-1016,2170027,2170120,Sense to gene-Rv1918c
Rev-sRNA-1017,2171637,2171748,Antisense to gene-Rv1920
Rev-sRNA-1018,2176797,2176840,Sense to gene-Rv1924c
Rev-sRNA-1019,2181696,2181716,Sense to gene-Rv1929c
Rev-sRNA-1021,2181779,2181817,Sense to gene-Rv1929c
Rev-sRNA-1022,2190012,2190071,Antisense to gene-Rv1937
Rev-sRNA-1023,2190088,2190122,Antisense to gene-Rv1937
Rev-sRNA-1024,2206417,2206512,Sense to gene-Rv1963c
Rev-sRNA-1025,2221711,2221802,Sense to gene-Rv1979c
Rev-sRNA-1026,2223305,2223338,Intergenic
Rev-sRNA-1027,2223393,2223424,Sense to gene-Rv1980c
Rev-sRNA-1028,2223437,2223481,Sense to gene-Rv1980c
Rev-sRNA-1029,2223902,2224153,Sense to gene-Rv1980c
Rev-sRNA-1030,2228998,2229077,Sense to gene-Rv1985c
Rev-sRNA-1033,2254062,2254091,Antisense to gene-Rv2006
Rev-sRNA-1034,2260056,2260116,Intergenic
Rev-sRNA-1035,2275999,2276071,Sense to gene-Rv2029c
Rev-sRNA-1036,2282350,2282421,Antisense to gene-Rv2036
Rev-sRNA-1039,2291154,2291188,Sense to gene-Rv2045c
Rev-sRNA-1042,2300619,2300672,Sense to gene-Rv2048c
Rev-sRNA-1043,2301227,2301260,Sense to gene-Rv2048c
Rev-sRNA-1044,2303400,2303421,Sense to gene-Rv2048c
Rev-sRNA-1047,2307072,2307183,Intergenic
Rev-sRNA-1049,2309004,2309157,Sense to gene-Rv2051c
Rev-sRNA-1050,2312388,2312453,Sense to gene-Rv2052c
Rev-sRNA-1051,2312893,2312939,Sense to gene-Rv2053c
Rev-sRNA-1052,2314124,2314284,Sense to gene-Rv2055c
Rev-sRNA-1053,2314970,2315002,Sense to gene-Rv2058c
Rev-sRNA-1054,2317119,2317155,Intergenic
Rev-sRNA-1055,2317485,2317631,Sense to gene-Rv2062c
Rev-sRNA-1056,2319860,2319970,Sense to gene-Rv2062c
Rev-sRNA-1058,2326002,2326058,Sense to gene-Rv2068c
Rev-sRNA-1059,2326521,2326635,Sense to gene-Rv2068c
Rev-sRNA-1060,2333631,2333725,Sense to gene-Rv2077c
Rev-sRNA-1061,2333776,2334000,Sense to gene-Rv2077c
Rev-sRNA-1062,2337492,2337691,Antisense to gene-Rv2080
Rev-sRNA-1063,2338284,2338319,Sense to gene-Rv2081c
Rev-sRNA-1064,2338331,2338369,Sense to gene-Rv2081c
Rev-sRNA-1065,2338602,2338627,Intergenic
Rev-sRNA-1067,2348432,2348553,Antisense to gene-Rv2090
Rev-sRNA-1068,2348602,2348678,Sense to gene-Rv2091c
Rev-sRNA-1069,2348788,2349011,Sense to gene-Rv2091c
Rev-sRNA-1070,2349245,2349308,Sense to gene-Rv2091c
Rev-sRNA-1071,2352060,2352112,Intergenic
Rev-sRNA-1073,2352787,2352940,Sense to gene-Rv2093c
Rev-sRNA-1074,2355050,2355129,Sense to gene-Rv2096c
Rev-sRNA-1075,2355421,2355465,Sense to gene-Rv2097c
Rev-sRNA-1077,2355954,2356062,Sense to gene-Rv2097c
Rev-sRNA-1078,2364722,2364781,Intergenic
Rev-sRNA-1079,2368892,2369013,Intergenic
Rev-sRNA-1080,2369877,2369954,Sense to gene-Rv2110c
Rev-sRNA-1085,2370436,2370482,Sense to gene-Rv2110c
Rev-sRNA-1086,2370616,2370697,Sense to gene-Rv2111c
Rev-sRNA-1087,2370719,2370780,Sense to gene-Rv2111c
Rev-sRNA-1088,2370826,2370857,Intergenic
Rev-sRNA-1089,2371266,2371400,Sense to gene-Rv2112c
Rev-sRNA-1091,2372020,2372174,Sense to gene-Rv2112c
Rev-sRNA-1092,2372181,2372247,Sense to gene-Rv2112c
Rev-sRNA-1093,2372330,2372422,Sense to gene-Rv2112c
Rev-sRNA-1094,2374758,2374944,Sense to gene-Rv2115c
Rev-sRNA-1095,2375008,2375097,Sense to gene-Rv2115c
Rev-sRNA-1096,2375761,2375790,Sense to gene-Rv2115c
Rev-sRNA-1098,2380594,2380622,Sense to gene-Rv2121c
Rev-sRNA-1099,2382521,2382600,Sense to gene-Rv2124c
Rev-sRNA-1100,2382770,2382861,Sense to gene-Rv2124c
Rev-sRNA-1103,2384109,2384211,Sense to gene-Rv2124c
Rev-sRNA-1104,2384755,2384954,Sense to gene-Rv2124c
Rev-sRNA-1105,2384972,2385126,Sense to gene-Rv2124c
Rev-sRNA-1106,2385325,2385365,Sense to gene-Rv2124c
Rev-sRNA-1108,2385401,2385449,Sense to gene-Rv2124c
Rev-sRNA-1110,2385783,2385814,Sense to gene-Rv2124c
Rev-sRNA-1111,2385924,2386063,Sense to gene-Rv2124c
Rev-sRNA-1112,2390417,2390479,Sense to gene-Rv2129c
Rev-sRNA-1113,2392366,2392592,Intergenic
Rev-sRNA-1114,2392823,2392945,Sense to gene-Rv2131c
Rev-sRNA-1117,2394687,2394721,Sense to gene-Rv2134c
Rev-sRNA-1118,2395184,2395233,Sense to gene-Rv2134c
Rev-sRNA-1119,2395256,2395290,Intergenic
Rev-sRNA-1120,2396713,2396785,Sense to gene-Rv2136c
Rev-sRNA-1121,2396802,2396831,Sense to gene-Rv2136c
Rev-sRNA-1123,2396845,2397216,Sense to gene-Rv2137c
Rev-sRNA-1124,2400029,2400140,Sense to gene-Rv2140c
Rev-sRNA-1125,2400333,2400386,Intergenic
Rev-sRNA-1126,2400712,2400802,Sense to gene-Rv2141c
Rev-sRNA-1127,2400943,2401061,Sense to gene-Rv2141c
Rev-sRNA-1129,2404437,2404570,Sense to gene-Rv2144c
Rev-sRNA-1130,2404576,2404809,Sense to gene-Rv2145c
Rev-sRNA-1131,2405051,2405074,Sense to gene-Rv2145c
Rev-sRNA-1134,2405133,2405210,Sense to gene-Rv2145c
Rev-sRNA-1135,2406029,2406114,Intergenic
Rev-sRNA-1136,2406469,2406569,Sense to gene-Rv2147c
Rev-sRNA-1138,2408739,2408773,Sense to gene-Rv2150c
Rev-sRNA-1139,2408779,2408803,Sense to gene-Rv2150c
Rev-sRNA-1140,2409334,2409423,Sense to gene-Rv2150c
Rev-sRNA-1141,2409486,2409565,Intergenic
Rev-sRNA-1144,2410549,2410610,Sense to gene-Rv2151c
Rev-sRNA-1145,2411692,2411836,Sense to gene-Rv2152c
Rev-sRNA-1147,2413090,2413157,Sense to gene-Rv2153c
Rev-sRNA-1148,2413175,2413230,Sense to gene-Rv2153c
Rev-sRNA-1149,2413283,2413334,Sense to gene-Rv2153c
Rev-sRNA-1150,2414770,2414790,Sense to gene-Rv2154c
Rev-sRNA-1151,2414799,2414850,Sense to gene-Rv2154c
Rev-sRNA-1152,2415504,2415546,Sense to gene-Rv2155c
Rev-sRNA-1154,2418858,2418894,Sense to gene-Rv2157c
Rev-sRNA-1155,2419124,2419155,Sense to gene-Rv2158c
Rev-sRNA-1156,2419166,2419193,Sense to gene-Rv2158c
Rev-sRNA-1159,2420107,2420136,Sense to gene-Rv2158c
Rev-sRNA-1161,2420300,2420343,Sense to gene-Rv2158c
Rev-sRNA-1162,2420372,2420444,Sense to gene-Rv2158c
Rev-sRNA-1163,2420507,2420643,Sense to gene-Rv2158c
Rev-sRNA-1164,2420913,2420970,Sense to gene-Rv2159c
Rev-sRNA-1165,2421271,2421354,Sense to gene-Rv2159c
Rev-sRNA-1166,2421883,2421935,Intergenic
Rev-sRNA-1167,2421943,2422032,Intergenic
Rev-sRNA-1169,2422453,2422525,Sense to gene-Rv2161c
Rev-sRNA-1170,2422814,2422857,Sense to gene-Rv2161c
Rev-sRNA-1171,2422999,2423033,Sense to gene-Rv2161c
Rev-sRNA-1172,2423039,2423113,Sense to gene-Rv2161c
Rev-sRNA-1174,2423286,2423318,Sense to gene-Rv2162c
Rev-sRNA-1176,2423977,2424026,Sense to gene-Rv2162c
Rev-sRNA-1177,2424455,2424616,Sense to gene-Rv2162c
Rev-sRNA-1178,2424661,2424818,Sense to gene-Rv2162c
Rev-sRNA-1179,2427157,2427218,Sense to gene-Rv2164c
Rev-sRNA-1180,2428067,2428102,Sense to gene-Rv2164c
Rev-sRNA-1181,2428607,2428669,Sense to gene-Rv2165c
Rev-sRNA-1182,2429338,2429528,Sense to gene-Rv2166c
Rev-sRNA-1183,2431513,2431553,Intergenic
Rev-sRNA-1185,2431945,2431989,Sense to gene-Rv2169c
Rev-sRNA-1187,2433571,2434173,Sense to gene-Rv2172c
Rev-sRNA-1188,2434204,2434453,Sense to gene-Rv2172c
Rev-sRNA-1191,2434540,2434576,Intergenic
Rev-sRNA-1193,2435282,2435334,Antisense to gene-Rv2173
Rev-sRNA-1194,2440419,2440606,Sense to gene-Rv2178c
Rev-sRNA-1195,2440841,2440960,Sense to gene-Rv2178c
Rev-sRNA-1196,2441050,2441127,Sense to gene-Rv2178c
Rev-sRNA-1197,2441203,2441259,Sense to gene-Rv2178c
